id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
894079894958333324,Practical Private Room #1276 A,297860058,Sophia,,Brighton,42.35329,-71.16824,Private room,67,91,0,,,156,261,0,
894906830983242588,Central Boston Common Down Town Wi-Fi Parking,463475392,Johna,,Chinatown,42.35099,-71.06271,Entire home/apt,629,3,13,2024-09-11,2.07,15,152,13,Exempt: This listing is a unit used for furnished institutional or business stays
895844491349690073,1Bedroom • Boston• Airport • Magnificent view,131681547,Emma,,East Boston,42.39006727537949,-71.00597769672298,Entire home/apt,214,3,13,2024-09-03,0.92,1,322,12,STR-464151
896170185862100440,"Cheerful, Open Concept, Apt.",400597920,Eddie,,Roslindale,42.28593803715664,-71.14666342630856,Entire home/apt,165,29,8,2024-07-28,0.53,1,132,5,Exempt: This listing is a unit used for furnished institutional or business stays
896426215566639130,Luxury apartment 2bd 2bath,28929296,Seif,,South End,42.34401868076919,-71.06464307233084,Entire home/apt,380,29,3,2023-07-14,0.19,3,365,0,STR-547396
896498493759045169,Boston 4bd 2 bath Townhouse with parking,16052189,Jonathan,,Hyde Park,42.25103653441923,-71.13272659288779,Entire home/apt,192,30,2,2024-08-18,0.51,8,322,2,
896591629188517550,Sunny Dorchester Victorian,2089913,Janelle,,Dorchester,42.29754,-71.06719,Entire home/apt,,4,7,2024-05-27,0.48,1,127,1,STR-530659
897016912760388121,Penthouse Overlooking Boston Common,408254229,Scott,,Downtown,42.3522848,-71.0660137,Entire home/apt,,3,7,2024-08-11,0.62,1,307,7,str-526597
897900710964345557,Victorian room hosted by Treana,100757024,Treana,,Roxbury,42.3150924,-71.085883,Private room,65,2,29,2024-09-16,2.24,1,83,25,STR-530667
898508242331312550,Tranquil Allston Condo w/ Parking by Harvard/BU/BC,306329570,Jonathan,,Allston,42.3515002,-71.1408802,Entire home/apt,240,30,16,2024-08-04,1.36,4,364,16,STR-569381
899216971894283310,Modern 2 bedroom/2 bathroom Condo (Free Parking),173101497,Dustin,,Roxbury,42.322493071677464,-71.08365859542546,Entire home/apt,,90,8,2024-05-23,0.57,1,0,6,STR-535041
899257714523301486,Sunny Apt - Historic Beacon Hill,144676466,John,,Beacon Hill,42.35918900000001,-71.0672568,Entire home/apt,144,91,1,2023-09-04,0.08,1,270,0,
899769339425439911,"Blueground | Downtown, gym & w/d, nr Chinatown",107434423,Blueground,,Chinatown,42.3522851,-71.05910879999999,Entire home/apt,396,32,0,,,355,101,0,
899959582878498380,"Ellie 4- Back Bay, 2bed Cute Studio!",331225367,Foster,,Back Bay,42.34233,-71.08272,Entire home/apt,242,1,90,2024-09-15,5.71,77,106,70,STR-531165
900018821584091710,Spacious Condo in Boston's South End,20527961,Gayle,,South End,42.343446834480865,-71.07304531640413,Entire home/apt,575,2,16,2024-07-29,1.05,1,4,11,STR-529608
900721895666399291,Modern home-like 3BR2BA Retreat/Minutes to T,515736729,Vinh,,Dorchester,42.31067955518399,-71.0536827472317,Entire home/apt,246,2,13,2024-09-02,0.97,1,229,10,STR-539407
900760905156616356,Alyn,268089102,Maria,,Dorchester,42.3131565640206,-71.05738075256687,Private room,58,29,8,2024-09-02,0.53,3,230,3,Exempt: This listing is a unit used for furnished institutional or business stays
901693942583530629,Large Private Room (Orchid Room),133457702,Selim,,Jamaica Plain,42.32367209126128,-71.10681704647588,Private room,175,2,3,2023-09-18,0.19,10,56,0,STR-552508
901704896907262133,Spacious Private Room (Agave Rm),133457702,Selim,,Jamaica Plain,42.32423,-71.10498,Private room,170,29,4,2024-03-25,0.26,10,249,2,STR-550313
901710601502074888,Best 1 bed 1 living r with extra sofa bed Boston,373675137,Liya,,Beacon Hill,42.35916,-71.06762,Entire home/apt,116,29,1,2024-08-24,1,49,174,1,
902008587567305031,Simple Private Room #1301 E,297860058,Sophia,,Brighton,42.34916,-71.14757,Private room,58,91,0,,,156,149,0,
903125425175805213,Cozy Urban Studio in Boston,510712953,Rosy,,Dorchester,42.284873568189504,-71.04756586071318,Entire home/apt,189,2,59,2024-09-03,3.86,1,326,40,STR-544857
903924529985256996,Stunning Unique And Very Upscale,163848078,Adam,,Jamaica Plain,42.3284,-71.11054,Entire home/apt,442,29,5,2023-09-15,0.32,53,341,0,Exempt: This listing is a unit used for furnished institutional or business stays
904194014030747377,"Blueground | Back Bay, gym & w/d, nr restaurants",107434423,Blueground,,Bay Village,42.34992,-71.06943,Entire home/apt,306,32,1,2024-06-07,0.29,355,302,1,
904276158838237888,Hilltop Oasis| Inquire for Discounts and Questions,503403347,Sanaba,,Mattapan,42.2832,-71.0931,Entire home/apt,,29,2,2023-10-07,0.15,2,364,1,Exempt: This listing is a unit used for furnished institutional or business stays
904496418825292183,"Private bedroom, shared bath, off-street parking L",66589143,Tzuo Hann,,Dorchester,42.29326606011727,-71.05967807778376,Private room,70,32,4,2024-05-03,0.29,3,260,3,STR-468301
904970320098449606,Private Room w/patio near down town,24613567,Eno,,Roxbury,42.32559287428384,-71.08601091383248,Private room,,1,62,2024-05-27,4.32,1,0,36,STR-530606
905626249213919220,Retro Bungalow| Inquire for Discounts & Questions,503403347,Sanaba,,Mattapan,42.28164157543658,-71.09436311898457,Entire home/apt,,29,4,2023-10-08,0.26,2,364,1,STR-074983
907906545606121142,"Cozy studio near-Train&Bus, safe area in Boston",4546050,Margarita,,West Roxbury,42.27966722977507,-71.16040286824438,Entire home/apt,107,7,14,2024-08-01,1.00,3,283,13,STR-520919
908671978344957931,Stunning Riverview 2BR/2BA,163848078,Adam,,Brighton,42.36033,-71.14863,Entire home/apt,499,29,8,2023-10-23,0.56,53,364,4,Exempt: This listing is a unit used for furnished institutional or business stays
909639754097586151,"Spacious, Sun-filled Brownstone in Heart of Boston",443587558,Tiffany,,Bay Village,42.3498155,-71.068324,Entire home/apt,702,1,64,2024-09-15,4.29,2,282,51,STR-511551
909739326283898244,Stunning Luxury Oasis~ Brownstone @Heart of Boston,443587558,Tiffany,,Bay Village,42.349815,-71.068324,Entire home/apt,1243,10,2,2024-07-15,0.28,2,351,2,STR-511551
909901104136401529,Nicely furnished single family in boston,16052189,Jonathan,,Hyde Park,42.24348,-71.13853,Entire home/apt,145,30,0,,,8,260,0,
910791491101220461,Bonbon the Luxury and privacy,158837906,Dan,,Fenway,42.345292582217915,-71.0981064829927,Entire home/apt,449,29,3,2023-09-25,0.22,10,364,1,STR-009577
910817076335057869,Bonjour PH Enjoy the Luxury,158837906,Dan,,Fenway,42.34465,-71.09622,Entire home/apt,449,29,6,2023-10-28,0.41,10,364,2,STR-009577
912803736902447038,"Blueground | Fenway, gym & w/d, nr dining & shops",107434423,Blueground,,Fenway,42.3465132,-71.1032136,Entire home/apt,266,32,1,2024-08-30,1,355,350,1,
912804129665470492,"Blueground | Fenway, gym, nr green line & shops",107434423,Blueground,,Fenway,42.3465132,-71.1032136,Entire home/apt,355,32,0,,,355,109,0,
912804530512243826,"Blueground | Fenway, gym, nr dining & shops",107434423,Blueground,,Fenway,42.3465132,-71.1032136,Entire home/apt,351,32,0,,,355,138,0,
912836898939477727,"Happy Green House, Boston Landing, BU, BC, Harvard",412792920,Sheila,,Allston,42.3556715,-71.1375296,Entire home/apt,275,2,38,2024-09-03,2.56,2,155,28,STR-520260
912904919161679098,"Private room Red line Andrew T, 29 Dexter",26098645,Manuela,,South Boston,42.33123629247501,-71.0590235722244,Private room,69,5,13,2024-08-16,0.85,6,74,10,STR-522764
913145507585334187,"Spacious, New Renovation | Near T",151238588,Charlie,,Dorchester,42.3172101,-71.0598517,Entire home/apt,880,30,9,2024-08-13,1.18,3,296,9,STR-445060
913603590982610054,Chic Condo Retreat near Ashmont,248721513,Roodberley,,Dorchester,42.28485,-71.05648,Private room,240,29,0,,,1,364,0,STR-530813
913633842992669209,Cozy 2 Bedroom Condo w/ Parking,459522450,Anthony,,Dorchester,42.31611406654883,-71.0617305,Entire home/apt,210,91,0,,,1,353,0,STR-545168
914031718213907133,Modern House by Rogers Park,74021854,Mary,,Brighton,42.34801179740058,-71.1594000068819,Entire home/apt,389,5,5,2024-07-27,0.33,1,107,2,STR-530908
914540815710828653,"(W-12) South End, Stylish Studio! Location!",331225367,Foster,,South End,42.33779,-71.07638,Entire home/apt,214,1,44,2024-09-18,2.96,77,143,34,STR-526502
914559290489724156,(W-11) Bright and Cheery in Heart of South End,331225367,Foster,,South End,42.33776,-71.07761,Entire home/apt,234,1,62,2024-09-12,4.04,77,142,50,Exempt: This listing is a unit that has contracts with hospitals
914594515559273013,(W-14) Studio / Low Price - Location - South End!,331225367,Foster,,South End,42.33833,-71.07799,Entire home/apt,214,1,52,2024-09-10,3.44,77,131,40,STR-526502
914597481157436053,"(W1) South End on Tremont St, Studio w/Queen!",331225367,Foster,,South End,42.33771319476956,-71.07617773563585,Entire home/apt,234,1,33,2024-09-08,2.20,77,154,22,STR-526502
914621320278053102,(W4) South End Simple Studio! 1st floor!,331225367,Foster,,South End,42.3397,-71.0766,Entire home/apt,289,1,23,2024-09-11,1.53,77,138,19,STR-526502
914937299546374137,"Blueground | South Boston, roof & w/d, nr red line",107434423,Blueground,,South Boston,42.34320569999999,-71.0562425,Entire home/apt,226,32,0,,,355,255,0,
914937604671048989,"Blueground | South Boston, roof & w/d, nr red line",107434423,Blueground,,South Boston,42.34320569999999,-71.0562425,Entire home/apt,230,32,0,,,355,279,0,
915095328814606476,"(W9) Studio in South End Boston, Prime Location",331225367,Foster,,South End,42.33972579036294,-71.07632251950251,Entire home/apt,213,1,31,2024-09-10,2.07,77,143,24,STR-526502
915146741376673520,"Seaport Gem:Stylish 2BR/2BA Condo, Luxurious touch",518882444,Greg,,South Boston Waterfront,42.34987290099312,-71.0457867640359,Entire home/apt,509,4,9,2024-08-19,0.75,5,225,9,Exempt: This listing is a unit used for furnished institutional or business stays
916759060552400715,Extraordinary 1-Bedroom Apartment in South Boston!,520718503,Kathleen,,South Boston,42.3308789,-71.0371873,Entire home/apt,209,2,57,2024-09-15,4.11,1,313,47,STR-533051
917220840066776474,"Blueground | S Boston, in-unit w/d, nr red line",107434423,Blueground,,South Boston,42.34320569999999,-71.0562425,Entire home/apt,228,32,0,,,355,178,0,
917221155323620596,"Blueground | S Boston, w/d, nr broadway t stop",107434423,Blueground,,South Boston,42.34321,-71.05624,Entire home/apt,240,32,1,2023-10-07,0.09,355,360,1,
917339740774994546,Charming & Chic | Studio Apartment,275849638,Steven,,Fenway,42.34524,-71.10487,Entire home/apt,139,29,9,2023-12-23,0.78,71,257,9,STR-540558
917340015029437891,Perfect Traveling Nurse Housing - Theatre District,275849638,Steven,,Downtown,42.35145241585736,-71.06505139960292,Entire home/apt,390,1,47,2024-09-14,3.21,71,314,39,STR-461738
917656155026492018,Ideal for long stays | Modern suite on top floor,416027128,R Living,,Brighton,42.34673,-71.14722,Entire home/apt,183,29,43,2024-09-03,3.09,20,253,38,Exempt: This listing is a unit that has contracts with hospitals
918198811733110218,(W-13) Studio in the South End,331225367,Foster,,South End,42.33971421344498,-71.0778527595802,Entire home/apt,214,1,52,2024-09-01,3.46,77,134,41,STR-526502
918372123506141881,Bright 2BR by Boston Waterfront,78964422,Reece & Karen,,East Boston,42.367661469962364,-71.03295247100604,Entire home/apt,181,1,125,2024-09-15,8.48,2,155,103,STR-529583
918850495310570309,Charming 1 Bedroom | Newbury Street,275849638,Steven,,Back Bay,42.34810159146258,-71.08569977371975,Entire home/apt,272,1,50,2024-09-04,4.41,71,315,50,STR-520914
918851329209115573,Modern 1BR steps to BOS Common!,275849638,Steven,,Downtown,42.351110332172645,-71.06699304116705,Entire home/apt,321,5,63,2024-09-14,4.24,71,294,48,STR-461741
918904984983903999,"(DR52) Spacious 6 bed, Close to City, Roof deck!",331225367,Foster,,Dorchester,42.28846,-71.0393,Entire home/apt,528,1,28,2024-08-31,1.99,77,131,21,str-526502
920192802910045769,"Art boutique studio ""Moody Cat"" in Charlestown.",492835190,Ivan,,Charlestown,42.371602325468665,-71.06456602608269,Entire home/apt,130,29,5,2024-08-08,0.38,4,322,4,
920272636633662094,Charming Boston Home | Near T,312046089,Sonny,,Dorchester,42.3204372,-71.05602139999999,Entire home/apt,696,30,26,2024-07-28,1.86,1,339,24,STR-513988
920305249278095220,Stunning 1BR with a view on the Commons | 2x beds 2837,212359760,Mohammed Radi,,Downtown,42.352305800431736,-71.06541161175436,Entire home/apt,226,29,35,2023-12-10,2.34,63,281,17,STR-447282
920305401888076042,Stunning 1BR with a view on the Commons | 2x beds 8040,212359760,Mohammed Radi,,Downtown,42.350926725987584,-71.06553080926739,Entire home/apt,237,1,73,2024-09-15,4.92,63,306,56,
920440790931059917,Spacious 1 BD Apartment in Boston w/ balcony!,110532335,Monty,,Brighton,42.34944799397161,-71.16380625890069,Entire home/apt,,29,1,2023-12-23,0.11,1,16,1,
920595366557120290,Cozy Boston Vacation Rental w/ Rooftop Deck!,122377513,Evolve,,South End,42.34341,-71.06784,Entire home/apt,178,29,15,2023-11-13,1.04,4,110,6,STR-519169
921849596380643625,Alaska Street R21,188939923,Mort,,Roxbury,42.32193,-71.08004,Private room,79,3,18,2024-09-16,1.23,7,212,12,STR-415018
922408906158692278,Lux 1BR w/ Amenities in Seaport,20857768,Compass,,South Boston Waterfront,42.35016,-71.04531,Entire home/apt,300,13,0,,,20,32,0,Exempt: This listing is a unit used for furnished institutional or business stays
922493881973299831,Interstellar Suite near Harvard – Free Parking!,261039449,Studio Allston Hotel,,Brighton,42.36299827458209,-71.1368198666319,Private room,,1,2,2024-01-01,0.15,10,285,1,Exempt: This listing is a hotel or motel
922498689912318791,Runway Suite by MGM–Pet-Friendly & Free Parking!,261039449,Studio Allston Hotel,,Brighton,42.36342714167278,-71.13573561671684,Private room,,1,0,,,10,288,0,Exempt: This listing is a hotel or motel
922505948658002413,Game On! Fun-Filled Suite near Fenway–Free Parking,261039449,Studio Allston Hotel,,Brighton,42.36514627177277,-71.13618386848367,Private room,,1,0,,,10,281,0,Exempt: This listing is a hotel or motel
922509388806917307,Nature Suite near Harvard - Free Parking & Wi-Fi!,261039449,Studio Allston Hotel,,Brighton,42.3632811302303,-71.13550034195156,Private room,,1,1,2023-08-20,0.08,10,300,0,Exempt: This listing is a hotel or motel
922511645537974905,Cinematic Escape Suite by MGM – Free Parking!,261039449,Studio Allston Hotel,,Brighton,42.363098622257986,-71.1370854474361,Private room,,1,2,2023-11-19,0.17,10,295,2,Exempt: This listing is a hotel or motel
923065544622564210,Alaska Street R22,188939923,Mort,,Roxbury,42.32125,-71.07801,Private room,80,3,24,2024-09-05,1.64,7,235,20,STR-415018
924145100321265636,Brighton Apartment Sleeps 3+ Steps to Bus Line,96087859,Shmuel,,Brighton,42.3472763,-71.1514285,Entire home/apt,125,2,13,2024-06-20,1.02,1,147,11,STR-532631
924596250686285360,Alaska Street R24,188939923,Mort,,Roxbury,42.32184601281022,-71.07909028242294,Private room,99,3,22,2024-09-11,1.50,7,227,17,STR-415018
925569650632702389,Corner apartment in Fenway,518882444,Greg,,Fenway,42.34672922027439,-71.10156483699116,Entire home/apt,499,7,0,,,5,365,0,Exempt: This listing is a unit used for furnished institutional or business stays
926897775916500527,Charlesgate Suites: Premier Oversized One Bedroom,523322767,Charlesgate Suites,,Fenway,42.35043,-71.09494,Entire home/apt,295,3,6,2024-06-21,0.42,9,68,3,Exempt: This listing is a hotel or motel
926908682139595078,Charlesgate Suites: Perfect Lower Level Suite,523322767,Charlesgate Suites,,Fenway,42.34881,-71.09313,Entire home/apt,239,3,16,2024-09-01,1.15,9,70,10,Exempt: This listing is a hotel or motel
926908733694275846,Charlesgate Suites: Lower Level Suite,523322767,Charlesgate Suites,,Fenway,42.349277375951964,-71.09486073302446,Entire home/apt,226,3,14,2024-09-08,1.10,9,57,13,Exempt: This listing is a hotel or motel
926908978002734152,Charlesgate Suites: Renovated & Ready To Host You!,523322767,Charlesgate Suites,,Fenway,42.3507735412626,-71.09491176435415,Entire home/apt,248,3,12,2024-09-05,0.87,9,71,10,Exempt: This listing is a hotel or motel
926909131529554170,Charlesgate Suites: Enjoy Boston Today!,523322767,Charlesgate Suites,,Fenway,42.35059,-71.09289,Entire home/apt,248,3,12,2024-09-15,0.82,9,70,9,Exempt: This listing is a hotel or motel
926909279527360867,Charlesgate Suites: Restored Elegance,523322767,Charlesgate Suites,,Fenway,42.35085716037106,-71.09320219991022,Entire home/apt,251,3,12,2024-09-10,0.82,9,62,9,Exempt: This listing is a hotel or motel
926909419134753198,Charlesgate Suites: Newly Renovated Studio,523322767,Charlesgate Suites,,Fenway,42.34919,-71.09302,Entire home/apt,250,3,14,2024-09-02,1.08,9,217,11,Exempt: This listing is a hotel or motel
926909705378933833,Charlesgate Suites: Urban Chic Delight - Discover,523322767,Charlesgate Suites,,Fenway,42.3488634847327,-71.09273960555595,Entire home/apt,251,3,10,2024-09-08,0.68,9,72,7,Exempt: This listing is a hotel or motel
926910164877355346,Charlesgate Suites: Contemporary Retreat In Style,523322767,Charlesgate Suites,,Fenway,42.349473561748574,-71.09288174677059,Entire home/apt,248,3,21,2024-09-11,1.48,9,66,15,Exempt: This listing is a hotel or motel
926917068731579220,Do not look past this Lakefront Luxurious & Quiet,518882444,Greg,,Jamaica Plain,42.32842,-71.11211,Entire home/apt,799,5,2,2024-08-07,1.20,5,365,2,Exempt: This listing is a unit used for furnished institutional or business stays
926938800680231486,Stunning. Unique. And Very Upscale 3BR 2BA W&Dryer,518882444,Greg,,South Boston Waterfront,42.3479,-71.04505,Entire home/apt,699,5,1,2024-04-16,0.19,5,336,1,Exempt: This listing is a unit used for furnished institutional or business stays
926950431047851357,"Spacious, Walkable 2BR Condo | 30/60/90+ Nights",32982410,Will,,Allston,42.34916723063684,-71.13388875543235,Entire home/apt,165,91,2,2024-08-21,0.34,1,230,2,
927475749600177156,Stylish & Bright 1 BDR| Close to Fenway Park!,275849638,Steven,,Fenway,42.34818,-71.09326,Entire home/apt,300,1,0,,,71,319,0,STR-461741
927504954586144067,Cozy & Modern 1 BDR | Fenway within minutes!,275849638,Steven,,Fenway,42.34751,-71.09374,Entire home/apt,300,29,5,2023-11-30,0.36,71,236,1,STR-531873
927569054825260292,Petit Garden Level Micro Studio,523515799,William And Sophia,,Back Bay,42.34327,-71.08405,Entire home/apt,231,29,5,2024-03-17,0.34,49,318,1,Exempt: This listing is a hotel or motel
927751278413604000,"(D) Cozy & comfortable room near Harvard, MIT & BU",37035419,Wendy,,Allston,42.35706021337518,-71.12911636763924,Private room,75,91,1,2024-06-30,0.37,9,280,1,
928349287890222434,Home Away From Home,523739890,Kerri-Ann Ruth,,Dorchester,42.29902921546571,-71.06776620274428,Entire home/apt,,2,1,2024-05-22,0.25,1,269,1,Str-104727
929106971328657953,Luxury Ocean View Condo w/ Roof Top Deck,164838101,Taylor,,South Boston,42.33395,-71.0286,Entire home/apt,189,91,0,,,1,79,0,
929274223001610653,Back Bay Simple Studio Apartment,523515799,William And Sophia,,South End,42.34167,-71.08246,Entire home/apt,240,29,17,2023-12-25,1.18,49,310,11,Exempt: This listing is a hotel or motel
929285770816969080,Quiet Studio Circa South End,523515799,William And Sophia,,South End,42.34149086490141,-71.08211337458772,Entire home/apt,271,29,14,2024-07-21,0.96,49,341,5,Exempt: This listing is a hotel or motel
929296438531439701,Retro Studio on Quiet Street,523515799,William And Sophia,,South End,42.34183238862012,-71.08212672872108,Entire home/apt,243,29,16,2024-05-06,1.10,49,334,6,Exempt: This listing is a hotel or motel
929307593955725334,Cozy Studio near Prudential Ctr,523515799,William And Sophia,,Back Bay,42.342438994258224,-71.0821252927106,Entire home/apt,258,29,6,2023-08-27,0.41,49,320,0,Exempt: This listing is a hotel or motel
929534173067208611,Comfy Back Bay Alcove Studio Apt,523515799,William And Sophia,,Roxbury,42.3415,-71.08347,Entire home/apt,302,29,14,2023-11-15,0.97,49,329,7,Exempt: This listing is a hotel or motel
929544514870890094,Modest Private Room #193 2D,297860058,Sophia,,Dorchester,42.3267,-71.059,Private room,68,91,0,,,156,80,0,
929544744628855168,Classic Private Room #429 A,297860058,Sophia,,Mission Hill,42.33024876118268,-71.1041136981323,Private room,78,91,0,,,156,278,0,
929571338607197143,Sunkissed Studio near South End,523515799,William And Sophia,,Fenway,42.342008804636386,-71.08411850981184,Entire home/apt,251,29,7,2024-02-29,0.51,49,203,2,Exempt: This listing is a hotel or motel
929653841818654433,Blissful South End Studio,523515799,William And Sophia,,Back Bay,42.34437403038891,-71.08257439972587,Entire home/apt,251,29,12,2023-11-03,0.82,49,317,7,Exempt: This listing is a hotel or motel
929710002319897075,Tranquil South End Studio,523515799,William And Sophia,,Back Bay,42.34382660197117,-71.08222208744212,Entire home/apt,238,29,14,2023-12-18,0.96,49,343,11,Exempt: This listing is a hotel or motel
