id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Downtown,42.35689,-71.06206,Entire home/apt,135,91,49,2024-05-31,0.34,4,118,1,
69369,Entire two-bedroom apartment near Longwood,255183,Michelle,,Roxbury,42.32546,-71.08894,Entire home/apt,100,29,118,2019-11-15,0.73,5,96,0,STR-415714
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37865,-71.06373,Private room,140,29,71,2023-11-04,0.45,1,365,6,STR-415924
77691,Private room in Victorian house,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,110,1,302,2024-09-02,1.83,5,353,3,STR-492781
163941,Fort Hill Inn  2 bed Duplex ApT!  Location!,8229,Terry,,Roxbury,42.32806,-71.09423,Entire home/apt,263,3,280,2024-08-23,1.76,10,59,13,STR-446659
184893,City Oasis/sleeps 4 near historical sites,887148,Dawn,,Charlestown,42.37823,-71.06778,Entire home/apt,250,91,0,,,3,90,0,STR-539322
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.31331,-71.12061,Private room,67,30,60,2024-08-28,0.38,1,127,4,
197972,Serene Studio in a Perfect Location,965697,Chris & Kristina,,Jamaica Plain,42.31533,-71.11025,Entire home/apt,142,3,521,2024-09-09,3.31,2,81,50,STR-409453
205894,Large bedroom in Victorian House/Room D,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,80,1,217,2024-05-19,1.37,5,187,2,STR-457920
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31685,-71.10867,Entire home/apt,141,3,307,2024-09-14,1.94,1,157,26,STR-545902
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36614,-71.05226,Private room,195,3,340,2024-09-04,2.15,1,25,22,STR-454055
257588,BOSTON LUXURY FOR LESS!! NEAR BCEC,1355344,Meri,,South Boston,42.33255,-71.04125,Entire home/apt,300,2,495,2024-09-02,3.34,1,221,44,STR-411297
297994,Your cozy stay in South Boston,1536237,Albert,,South Boston,42.33583,-71.05271,Entire home/apt,190,3,57,2024-09-02,0.37,1,50,11,STR-564151
315982,"Beautiful Townhouse, 2 BR & 2 Bath",119019,Hermina,,Dorchester,42.29871,-71.05954,Entire home/apt,,1,120,2022-10-24,0.79,5,329,0,STR-457920
377474,Cozy Room in Beautiful Victorian House /E,119019,Hermina,,Dorchester,42.29871,-71.05954,Private room,50,1,94,2024-09-03,0.64,5,298,37,STR-492781
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31658,-71.11012,Private room,75,5,407,2024-09-11,2.73,1,215,24,STR-459697
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.31062,-71.1176,Private room,,91,16,2016-06-26,0.12,1,0,0,
507525,"Great location, sunny 1-bedroom!",2501324,Guy,,Bay Village,42.34914,-71.06781,Entire home/apt,,180,8,2013-07-01,0.05,1,0,0,
530983,14P · The Grand View Redline | 5BR 2BA,71783,Lance,,Dorchester,42.31368,-71.0612,Entire home/apt,270,30,65,2019-10-29,0.45,29,171,0,
533152,230B4 · The Penthouse w/Central AC | 2BR 1BA w/En-,71783,Lance,,Dorchester,42.32212,-71.06096,Entire home/apt,135,30,63,2024-07-16,0.50,29,309,2,
579605,230B3  · The Mayhew w/Central AC and Laundry! | 2B,71783,Lance,,Dorchester,42.32212,-71.06095,Entire home/apt,145,30,58,2023-08-14,0.39,29,247,0,
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34096,-71.14647,Entire home/apt,,91,11,2017-07-05,0.08,1,0,0,
601763,The Alameda 2 w/AC | 2BR 1BA | Short walk shops!,71783,Lance,,West Roxbury,42.29192,-71.15407,Entire home/apt,135,30,43,2022-12-31,0.47,29,342,0,
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37579,-71.04981,Entire home/apt,238,2,121,2024-08-16,1.24,3,314,33,STR-416892
619142,Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.377338,-71.063095,Entire home/apt,175,3,189,2024-09-01,1.28,1,0,10,STR-529113
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33451,-71.04983,Private room,213,1,8,2022-05-30,0.08,1,168,0,STR-398090
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37826919555664,-71.06332397460938,Entire home/apt,207,2,476,2024-09-14,3.28,1,224,42,STR-401905
743211,Unique Find: At Home in the City!,2796082,Margaret,,Jamaica Plain,42.30702,-71.11283,Entire home/apt,,4,82,2024-09-02,0.59,2,208,8,STR-454183
750438,"Private room for 1 person only, separate bathroom",3945438,Lisa,,Jamaica Plain,42.30733,-71.11129,Private room,94,2,287,2024-09-11,2.09,1,326,27,STR-523680
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28573,-71.12334,Private room,55,91,142,2019-07-27,1.29,1,365,0,STR-397984
801680,Fort Hill Inn -Cool Space-BOSTON'S BEST-1 bedroom,8229,Terry,,Roxbury,42.32795,-71.09412,Entire home/apt,164,3,70,2024-05-16,0.49,10,55,3,STR446651
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.3558,-71.06104,Entire home/apt,516,2,182,2024-09-18,1.31,2,306,66,STR-411359
849408,"Perfect & Practical Boston Rental (1,500+ sqft)",4434391,Damon,,Roslindale,42.29038,-71.13919,Entire home/apt,369,4,103,2024-08-13,0.79,2,110,17,STR-456742
863788,South End | 2BR 2BA | Pet OK | Walk Everywhere!,775932,Andy & Daljit,,South End,42.344162,-71.070381,Entire home/apt,,3,25,2024-05-21,0.18,1,0,3,STR-397937
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.3665,-71.05296,Entire home/apt,80,29,613,2023-10-28,4.38,1,93,10,STR-400168
894539,Private room in house,4762495,Jennifer,,Roslindale,42.29017,-71.13169,Private room,100,29,63,2022-08-30,0.47,2,81,0,STR-408484
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29175,-71.14096,Entire home/apt,141,6,101,2024-08-31,0.75,2,127,5,STR-523304
973695,Best Location Luxury Beacon Hill North End Condo,1760577,Claire,,Downtown,42.359764099121094,-71.06116485595703,Private room,200,91,61,2022-09-11,0.45,1,365,0,
989163,"The Dalton - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.34308,-71.07316,Entire home/apt,245,2,82,2024-09-01,0.61,7,83,9,
1055627,Spacious 1 bdrm in Beacon Hill,4299002,Lauren,,Downtown,42.36194,-71.06256,Entire home/apt,,91,8,2018-09-09,0.06,2,0,0,
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31653,-71.11049,Entire home/apt,143,3,368,2024-09-10,2.66,2,133,41,STR-409453
1077105,"Studio Apt. for Rent in South End,",5927277,J,,South End,42.34022,-71.075,Entire home/apt,,91,0,,,1,0,0,
1090545,ExclusiveBackBayBostonCtr-EntireFloorBrick townhse,1984434,Irene,,Back Bay,42.34475,-71.08204,Private room,214,29,117,2019-12-06,0.85,1,364,0,STR-398748
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32031,-71.1129,Entire home/apt,519,2,93,2024-05-26,0.69,1,299,3,STR-399217
1130279,"North End 3 BR Condo - Spacious, Perfect  Location",2494599,Trisha,,North End,42.36489,-71.05198,Entire home/apt,571,2,164,2024-09-02,1.19,1,280,28,STR-466324
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.35977,-71.06774,Entire home/apt,,91,64,2017-08-28,0.47,1,0,0,
1275498,"The Washington - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.34294,-71.07304,Entire home/apt,344,2,110,2024-09-11,0.81,7,62,16,Exempt: This listing is a hotel or motel
1303261,Historic Beacon Hill,2120816,Larry,,Beacon Hill,42.35714,-71.06968,Entire home/apt,425,91,23,2018-10-25,0.17,1,358,0,
1321422,2 bedroom 1st Floor Apartment in Savin Hill,6608084,CarneyFamily,,Dorchester,42.30907,-71.04674,Entire home/apt,155,2,667,2024-09-13,4.90,2,1,63,STR-487240
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,70,29,46,2023-12-20,0.34,5,165,1,STR-415714
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,72,29,48,2024-05-03,0.37,5,174,4,STR-415714
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32546,-71.08894,Private room,75,29,29,2024-08-31,0.21,5,168,4,STR-415714
1425973,Historic brick Victorian row house,1015632,Viktoria,,South End,42.34164,-71.07964,Private room,449,2,39,2023-10-22,0.29,1,16,2,STR-446784
1445064,Bright Sunlit bedroom near MGH labs/Downtown,4724006,Rosalia,,Charlestown,42.38017,-71.06236,Private room,65,29,117,2024-05-19,0.87,1,301,3,
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,,Dorchester,42.30856,-71.04646,Private room,,1,714,2024-09-13,5.29,2,0,66,STR-487240
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37243,-71.06349,Entire home/apt,,4,69,2023-10-29,0.95,1,0,6,STR-398614
1545185,Large Studio Apt w/ Full Kitchen & Bath + Parking!,697401,Nick,,Brighton,42.34873,-71.15693,Entire home/apt,140,2,249,2024-09-10,1.87,4,41,27,STR-383211
1551205,2 bed/2 bath in the heart of Boston,8261931,Hamed,,Fenway,42.34175,-71.08359,Entire home/apt,415,91,40,2016-10-21,0.30,1,364,0,
1596470,4-story Central Luxury-two blocks to Boston Common,480310,Michael,,Bay Village,42.34988,-71.06918,Entire home/apt,,29,172,2024-02-13,1.74,1,0,15,STR-466119
1596664,"Fort Hill Top - 2Bk Private room,  brick townhouse",8513158,Kevin,,Roxbury,42.3256,-71.09413,Private room,59,31,25,2024-07-28,0.32,3,249,1,STR-383293
1644031,Large Private Bedroom & Bathroom by the Seaport,79583794,Joshua,,South Boston,42.33835,-71.0472,Private room,162,1,555,2024-09-15,5.32,1,40,80,STR-401177
1668313,Room in Rozzie-Twin Bed-Full Bath,8834105,Rebecca,,Roslindale,42.28132,-71.13377,Private room,,29,38,2022-02-26,0.29,2,0,0,
1682936,Charming 2 level Apartment,8898973,Adriana & Gianni,,Roxbury,42.32382,-71.09641,Entire home/apt,115,30,236,2024-06-27,1.84,4,63,3,Exempt: This listing is a unit used for furnished institutional or business stays
1692573,Urban oasis trendy JP 'hood - suite,8814724,Kelly,,Jamaica Plain,42.31293,-71.11527,Entire home/apt,170,2,299,2024-09-11,2.25,1,297,28,STR-447499
1721016,Quiet Sunlit Attic Studio,7723912,Fj,,Roslindale,42.28639,-71.13199,Entire home/apt,95,29,12,2024-08-03,0.12,2,353,2,
1724900,Charming sunlit house in Boston,7723912,Fj,,Roslindale,42.28447,-71.13301,Entire home/apt,,29,44,2020-11-30,0.33,2,352,0,
1732804,Private room/ MUST LOVE DOGS,9090219,Thomas,,Dorchester,42.29009,-71.05762,Private room,75,1,184,2024-08-04,1.38,1,316,11,STR-456144
1810172,Room for 2 in Rozzie - Full Bath,8834105,Rebecca,,Roslindale,42.28127,-71.13304,Private room,69,29,47,2024-07-28,0.35,2,320,2,
1810397,3Bed/2.5Bath Luxury Triplex South End's Union Park,9485021,Stacy,,South End,42.34279,-71.0711,Entire home/apt,985,5,51,2024-08-30,0.41,1,170,1,STR-520680
1819994,"RIVERVIEWS-Walk Everywhere! Central, Safe LOCATION",9529655,Suzanne,,Fenway,42.34981,-71.09476,Entire home/apt,265,91,2,2018-05-24,0.02,4,362,0,
1886037,Beautiful Penthouse in Beacon Hill,1587128,Daniel,,Beacon Hill,42.35985,-71.0717,Entire home/apt,,91,1,2015-07-24,0.01,1,0,0,
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.3079,-71.12378,Entire home/apt,,91,105,2019-05-20,0.81,1,0,0,
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30593,-71.10733,Private room,120,91,38,2019-09-02,0.29,1,365,0,
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34245,-71.15758,Private room,78,3,332,2024-09-14,2.66,2,115,28,STR-545004
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,,South Boston,42.3358,-71.04948,Entire home/apt,500,29,22,2024-07-21,0.22,7,179,2,STR-461452
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33375,-71.04767,Private room,220,29,85,2023-08-11,0.83,7,365,0,STR-383155
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.3504,-71.08891,Entire home/apt,,91,32,2016-08-14,0.25,1,0,0,
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35771,-71.06978,Entire home/apt,190,29,126,2024-08-16,0.99,1,148,7,STR-395757
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.3559,-71.05998,Entire home/apt,,91,7,2017-06-18,0.05,1,0,0,
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,,Allston,42.34995,-71.13427,Entire home/apt,130,30,54,2024-07-05,0.46,1,130,4,
2215762,"The Clare - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.342121,-71.075073,Entire home/apt,287,3,86,2024-07-23,0.68,7,76,17,Exempt: This listing is a hotel or motel
2277821,Sparkling New 2BR / 2BA in Back Bay,9410008,Jason,,Back Bay,42.34877,-71.08418,Entire home/apt,657,10,196,2024-08-27,1.54,16,105,13,STR-441410
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34125,-71.07604,Entire home/apt,135,33,80,2024-03-11,0.66,6,228,3,
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31146,-71.11947,Entire home/apt,,2,190,2024-08-27,1.50,1,107,16,STR-545109
2381143,Sunny 1 Bedroom,12165186,Masha,,Brighton,42.34391,-71.15628,Entire home/apt,75,91,10,2024-05-17,0.08,3,255,1,
2395326,* Brownstone Classic South End,12230539,Timothy A,,South End,42.34568,-71.07169,Entire home/apt,,29,407,2020-09-20,3.21,1,0,0,STR-416118
2410846,"Sunny Beacon Hill, corner unit top floor",3137257,Local Furnished,,Downtown,42.35702,-71.06168,Entire home/apt,135,91,36,2020-11-25,0.29,1,259,0,
2495047,"The Tremont - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.34309,-71.07316,Entire home/apt,283,2,83,2024-08-13,0.68,7,49,12,Exempt: This listing is a hotel or motel
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.34272,-71.15672,Entire home/apt,67,91,18,2022-08-20,0.15,3,123,0,
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35429,-71.13251,Private room,,91,12,2016-09-09,0.09,1,0,0,
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Back Bay,42.34492,-71.08482,Entire home/apt,280,29,74,2022-07-06,0.60,1,365,0,STR-416239
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,,29,26,2019-10-27,0.21,1,0,0,STR-398102
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35902,-71.06296,Entire home/apt,,365,99,2018-10-10,0.79,1,10,0,
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,,Charlestown,42.38148,-71.06967,Entire home/apt,450,91,0,,,3,365,0,Exempt: This listing is a unit that has contracts with hospitals
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26043,-71.11766,Entire home/apt,275,2,128,2024-09-16,1.02,1,11,13,STR-429200
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23533,-71.13256,Entire home/apt,,29,38,2024-03-15,0.31,8,328,1,
3193484,2 Minutes Walk  to the Red Line!,16186589,Marie,,Dorchester,42.28814,-71.06889,Private room,50,30,12,2024-08-31,0.11,27,337,3,
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28657,-71.13236,Entire home/apt,159,2,174,2024-09-01,1.41,1,137,26,STR-544893
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31281,-71.06098,Entire home/apt,131,2,254,2024-08-12,2.04,3,276,6,STR-547060
3316049,Beautiful Junior 1-bedroom apartment,16742781,Jerry,,South End,42.34512,-71.06492,Entire home/apt,160,91,0,,,1,149,0,
3343428,"AKBrownstone: custom-built, park garden view by T",11228809,Jonathan,,Roxbury,42.32811,-71.09157,Private room,143,2,446,2024-09-14,4.20,6,17,70,STR-538100
3441982,Urban Travelers Modern Studio,13819661,Jen,,Roxbury,42.31907,-71.09252,Entire home/apt,118,31,145,2024-08-17,2.00,5,203,10,STR-396299
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35564,-71.15746,Entire home/apt,,29,55,2024-06-26,0.45,1,0,2,STR-544892
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.351,-71.08899,Entire home/apt,,91,27,2016-07-17,0.22,1,0,0,
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,288,91,253,2022-10-02,2.05,1,322,0,
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29742,-71.157,Entire home/apt,,91,3,2014-09-14,0.02,1,0,0,
3539510,230B2 · The Roseclair w/Central AC and IN-unit Lau,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,145,30,31,2019-06-13,0.26,29,259,0,
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,,91,0,,,1,0,0,
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32843,-71.09369,Entire home/apt,176,2,301,2024-09-09,2.48,5,221,38,STR-528095
3605045,Immaculate space with off street parking!,18165984,Stacey,,Dorchester,42.28512,-71.07672,Shared room,200,29,3,2019-05-19,0.02,1,180,0,STR-460055
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,91,6,2018-12-17,0.05,31,365,0,
3672942,Private Boston Antique Suite,18641942,Loretta,,West Roxbury,42.27242,-71.16573,Entire home/apt,164,2,6,2024-08-05,1.65,1,2,6,STR-563142
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,0,,,31,365,0,
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,,Beacon Hill,42.35792,-71.06432,Entire home/apt,150,29,253,2023-08-01,2.07,1,162,0,
3957602,"Entire 2nd floor, skylight suite is all yours!",2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31016,-71.10582,Private room,100,29,129,2022-09-07,1.06,1,48,0,STR-399287
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00271,Private room,42,91,90,2019-11-11,0.98,1,90,0,
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.28969,-71.13183,Private room,95,3,71,2024-08-10,0.62,2,257,5,STR-522159
3969526,"Sensational South End!  2BR, no stairs.",5408229,Liesl,,South End,42.33765,-71.07434,Entire home/apt,150,29,360,2024-07-30,2.95,1,92,5,
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31826,-71.09956,Private room,115,2,218,2024-08-16,1.78,1,265,32,STR-529704
4089940,2BR North End Apt,20857768,Compass,,North End,42.36721113952561,-71.05260243826824,Entire home/apt,,9,61,2023-08-20,0.50,20,0,0,STR-550229
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,419,1,1019,2024-09-14,8.41,1,179,123,STR-383708
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30385,-71.1151,Entire home/apt,135,3,357,2024-09-09,2.95,1,100,44,STR-539703
4119345,Airy new apt for 2-6. Near subway. Free parking.,1414385,Woodruff,,Jamaica Plain,42.31063344940129,-71.10855891982172,Entire home/apt,,2,52,2024-09-15,0.44,1,273,29,STR-522672
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.35491,-71.07463,Entire home/apt,,91,15,2015-10-27,0.13,1,0,0,
4150640,Beautiful Studio Apt in North End,20857768,Compass,,North End,42.366747719022264,-71.05288415197064,Entire home/apt,,29,28,2022-06-12,0.23,20,8,0,Exempt: This listing is a unit used for furnished institutional or business stays
4173285,"Bright, cozy bedroom in Victorian",2851756,Angela,,Dorchester,42.28547,-71.06799,Private room,69,91,13,2023-12-15,0.11,1,194,1,
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.31246,-71.10793,Private room,105,29,48,2023-08-31,0.40,2,276,0,STR-416301
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34853,-71.09256,Entire home/apt,,91,0,,,1,0,0,
4263736,AKBrownstone: Master Suite park view by T,11228809,Jonathan,,Roxbury,42.32971,-71.0931,Private room,199,2,533,2024-09-08,4.40,6,36,76,STR-538100
4278067,Studio apart Tremont St South End #2,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,110,33,77,2024-09-03,0.64,6,241,4,
4283698,Private 1 bedroom w/ kitchenette,333210,Gena & Leon,,Roslindale,42.28925,-71.13875,Entire home/apt,70,20,66,2024-09-02,0.55,1,260,1,STR-558236
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,,91,2,2015-08-03,0.02,1,0,0,
4315439,Room Logan Airport  1/2 bathroom,22402141,Mirian,,East Boston,42.38829,-71.00437,Private room,100,100,5,2019-09-01,0.05,2,363,0,
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.31128,-71.10981,Private room,,91,0,,,1,0,0,
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,175,33,148,2023-12-29,1.24,6,207,2,
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,125,31,86,2024-08-28,0.75,6,261,4,
4410765,"Grt Location, Big 3 Bed, Nr all Colleges, parking",9795590,Patrick,,Brighton,42.35309,-71.14822,Entire home/apt,135,45,14,2024-08-10,0.13,1,247,2,
4460532,AKBrownstone: modern treetop skyline view by T,11228809,Jonathan,,Roxbury,42.32942,-71.09149,Private room,117,2,427,2024-09-09,3.56,6,42,86,STR-538100
4461613,Comfy Beacon Hill Studio Great for Work Travel #13,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,400,1,214,2024-09-12,1.88,88,268,35,STR-415631
4461846,South End Studio Perfect for Work Travel #36,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,377,1,104,2024-07-20,0.91,88,299,5,STR-441258
4461901,"Stylish Downtown Studio in the SouthEnd, #8",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,407,29,172,2024-01-19,1.52,88,273,5,STR-463186
4500409,"Stylish Studio in Back Bay, on Newbury St; #1",22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,408,29,164,2023-11-09,1.47,88,215,1,STR-445391
4555637,AKBrownstone: Loft rooftop views by T,11228809,Jonathan,,Roxbury,42.32965,-71.0932,Private room,109,2,502,2024-09-13,4.19,6,35,74,STR-538100
4560053,Fort Hill Inn Historic Beauty! Minutes to Center!,8229,Terry,,Roxbury,42.32397,-71.09085,Entire home/apt,315,3,111,2024-08-10,0.94,10,72,7,STR-446652
4566095,"The Upton South End, The Copley Suite",5430185,Laura And Olivia,,South End,42.34301,-71.07304,Entire home/apt,224,120,24,2024-06-30,0.21,7,180,2,Exempt: This listing is a hotel or motel
4568116,AKBrownstone: cozy private studio by T,11228809,Jonathan,,Roxbury,42.32967,-71.09328,Entire home/apt,176,2,805,2024-09-15,6.72,6,0,106,STR-538100
4593974,Parking EZ 2 Downtown/Longwood Larg,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,7,2018-02-15,0.07,31,365,0,
4593985,Parking Renovated Close to Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,1,2015-06-20,0.01,31,365,0,
4602191,2 Bd/Bth Apt in Prime Location Gorgeous Water View,20079643,Alex @ Bcohousing,,West End,42.36452,-71.06928,Entire home/apt,336,75,17,2021-06-04,0.18,11,174,0,Exempt: This listing is a unit used for furnished institutional or business stays
4614037,Boston RooftopTerrace/ 2 Bed / By Logan airport,9073339,Elisangela,,East Boston,42.378693,-71.035088,Entire home/apt,271,1,401,2024-09-16,3.56,3,326,60,STR-398048
4623114,South End Studio Perfect for Work Travel #46,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,367,1,161,2024-06-27,1.46,88,348,14,STR-441249
4624582,Parking Easy to downtown/Longwood,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,39,91,4,2016-10-31,0.04,31,365,0,
4625517,GreenT&bus stops in front of door,7046340,Chun Kei,,Mission Hill,42.33245,-71.10642,Private room,,91,0,,,1,0,0,
4630071,Charming studio,12165186,Masha,,Brighton,42.34341,-71.15451,Entire home/apt,60,91,19,2024-05-31,0.21,3,255,2,
4662379,Historic House modernized,24124767,Matt,,Brighton,42.34765,-71.15509,Entire home/apt,354,3,199,2024-09-09,1.67,2,261,26,STR-470547
4699828,Charming Victorian Furnished Home,19466495,Barbara,,Hyde Park,42.2563,-71.12762,Entire home/apt,,29,111,2024-08-31,0.97,1,247,9,STR-544913
4710583,Cozy Attic Bedroom in Allston,17892292,Marlene,,Allston,42.35914,-71.13348,Private room,,91,3,2018-06-19,0.03,5,0,0,
4737304,Cosy Celtic Retreat,24158689,Deborah,,Brighton,42.35111,-71.16529,Private room,75,91,28,2024-07-31,0.24,1,269,2,
4755586,One Sweet Place (A) managed by Andrea,24532370,Andrea,,Mattapan,42.27667,-71.08169,Private room,43,30,23,2024-04-07,0.29,4,254,4,STR-416068
4757808,Romantic Beacon Hill Studio,3085882,Nino,,Beacon Hill,42.35815,-71.07102,Entire home/apt,,91,5,2015-10-25,0.04,1,0,0,
4765070,Studio w/ private entrance and bathroom,24584716,Katty,,Jamaica Plain,42.32352198858505,-71.10688328334862,Entire home/apt,98,29,428,2024-08-30,3.62,1,185,20,STR-545228
4909590,"ALLSTON LOADED STUDIO: Steps to BU, BC & hospitals",25279966,Vj,,Allston,42.34838,-71.13163,Entire home/apt,119,250,346,2024-08-18,2.92,2,120,1,STR-415702
5019306,Sunny Duplex Condo + Private Parking,15862012,Vicki,,South Boston,42.33257,-71.02959,Entire home/apt,375,3,211,2024-08-31,1.82,1,0,14,STR-536179
5047340,Spacious Family-Friendly Townhome Near Harvard,10250028,Michelle,,Allston,42.35779,-71.13347,Entire home/apt,474,2,306,2024-09-16,3.20,2,48,62,STR-568839
5048406,3rd floor room in Victorian House,26062958,Yvonne,,Dorchester,42.31124,-71.06551,Private room,65,29,41,2023-06-18,0.35,1,322,0,STR-415034
5049582,Quiet room - Great location!,197327,Melissa,,Jamaica Plain,42.31327,-71.10811,Private room,70,30,35,2024-06-30,0.31,2,233,4,STR-416301
